FileName,Genre,W,H,# frames,FPS,Length (s),,BB available?,Portrait?,,Train 1?,Test 1?,,Train 2?,Test 2?,,Train 3?,Test 3?,
8715___5d41299ffd5e413cb87f1ad78243d257.mp4,javelin,270,480,211,30,7.03,,0,1,,0,1,,0,1,,0,1,
9008___a46a04b8f7224a4a9a309f5bf3e5d5e0.mp4,javelin,480,270,276,30,9.20,,0,0,,0,1,,1,0,,0,1,
9423___153eae728ae64618bee15852b67342b5.mp4,javelin,270,480,186,30,6.20,,1,1,,1,0,,1,0,,1,0,
9860___fbd628f8380843888bbd596979ba08b1.mp4,javelin,480,270,2152,30,71.73,,0,0,,0,1,,1,0,,1,0,
9912___1aad1b173e5a4f8c8f4dc3a20cc96837.mp4,javelin,480,270,254,30,8.47,,0,0,,1,0,,1,0,,1,0,
9914___a159de349cd2498b9c108082a313021c.mp4,javelin,480,270,198,30,6.60,,0,0,,0,1,,1,0,,1,0,
999___bceaee19c3714dc1873ede3a8a1b1746.mp4,javelin,480,270,346,30,11.53,,0,0,,0,1,,1,0,,1,0,
10051___92b12aa9b2aa4bdb9c38cc3177c1cd1a.mp4,longjump,270,480,119,30,3.97,,0,1,,1,0,,0,1,,0,1,
10074___36e71202e2124a12b65ea88a09c02510.mp4,longjump,480,270,604,30,20.13,,0,0,,0,1,,0,1,,1,0,
10367___fdbbf659fc0e45ceb5c0fa0db7b64699.mp4,longjump,480,270,138,30,4.60,,1,0,,1,0,,0,1,,1,0,
103___7a39f6ae79a648be9eacd68a65a96aa5.mp4,longjump,480,270,144,30,4.80,,1,0,,1,0,,0,1,,0,1,
10539___94f40ae2e268470fad32ccda0115bea0.mp4,longjump,480,270,131,30,4.37,,1,0,,0,1,,1,0,,1,0,
10598___6c5a04a7d7244a4da7437374d7390afd.mp4,longjump,270,480,336,30,11.20,,1,1,,1,0,,1,0,,0,1,
10609___7765aec416484a469fda44cdfde320e4.mp4,longjump,480,270,259,30,8.63,,1,0,,0,1,,0,1,,1,0,
10861___e81b18e1994a492ca5f56a44ab89e510.mp4,longjump,480,270,771,30,25.70,,0,0,,1,0,,1,0,,1,0,
10982___ba993354408a4ea49f875c814c9b0b83.mp4,longjump,480,270,102,30,3.40,,1,0,,1,0,,1,0,,1,0,
1121___c529424867434fbebccb93338d009aca.mp4,longjump,480,270,1125,30,37.50,,0,0,,1,0,,1,0,,1,0,
1121___cb54c2cd8c2c4ff38e5b08c114c893af.mp4,longjump,480,270,165,30,5.50,,1,0,,1,0,,1,0,,1,0,
1157___29daa33e8a7343f88bec035a49d34064.mp4,longjump,480,270,181,30,6.03,,1,0,,1,0,,1,0,,0,1,
1174___4cf42ddfe41b4ed1ad22f81897a60d71.mp4,longjump,480,360,296,30,9.87,,0,0,,0,1,,1,0,,1,0,
1341___c042baab1ec84f1fb8a688e4913a29f1.mp4,longjump,480,270,916,30,30.53,,0,0,,0,1,,1,0,,1,0,
146___fc3547c70e7c4c4b9bbd4dfeff9369aa.mp4,longjump,270,480,160,30,5.33,,0,1,,1,0,,1,0,,1,0,
1573___c0f7b9c5a78d4976ad014ede1d259f1b.mp4,longjump,270,480,375,30,12.50,,0,1,,1,0,,1,0,,0,1,
158___fc449f703c9c42ea9ce379c323bae106.mp4,longjump,480,270,127,30,4.23,,1,0,,1,0,,1,0,,1,0,
1626___650b63e4a2844693973d50f102d7f2ca.mp4,longjump,480,270,433,30,14.43,,0,0,,0,1,,0,1,,1,0,
1912___62b1aa980eab4edc9bebee356bc2f10e.mp4,longjump,480,270,100,30,3.33,,0,0,,1,0,,1,0,,0,1,
20219___53927b863e8c47f8aeef7f27b89d390d.mp4,longjump,480,270,172,30,5.73,,1,0,,1,0,,0,1,,1,0,
20321___bb21391738164e2f9cdfeb024f79548b.mp4,longjump,480,270,153,30,5.10,,1,0,,1,0,,0,1,,1,0,
20409___05f81853fc674b26b1f47880827cabe4.mp4,longjump,480,270,140,30,4.67,,1,0,,1,0,,1,0,,1,0,
205___c6b93c3b0fd74f4f914b07cee23a8f4e.mp4,longjump,480,270,239,30,7.97,,0,0,,1,0,,1,0,,1,0,
21115___37e0b19770a2474d8d2aed0954640a01.mp4,longjump,270,480,396,30,13.20,,0,1,,0,1,,1,0,,1,0,
21186___4833497e3f494f4ba05fd89af4629437.mp4,longjump,480,270,221,30,7.37,,1,0,,1,0,,0,1,,1,0,
2124___7e772795501949fc806b9f85acd58d01.mp4,longjump,480,270,452,30,15.07,,0,0,,1,0,,1,0,,1,0,
215___07993aa1acd64411ae01d66eccc94a39.mp4,longjump,480,270,126,30,4.20,,1,0,,1,0,,0,1,,0,1,
21682___0e4eb316671944a097417ae23306a9f2.mp4,longjump,480,270,174,30,5.80,,1,0,,1,0,,1,0,,1,0,
21684___759ae90543e943b887a5d95d006d06c4.mp4,longjump,480,270,141,30,4.70,,1,0,,0,1,,0,1,,0,1,
2168___ab77000e178c417aaa9a69ae20df64b6.mp4,longjump,270,480,318,30,10.60,,0,1,,1,0,,0,1,,1,0,
21710___e8cd8974ada94893b8b1db198d40d394.mp4,longjump,480,270,449,30,14.97,,0,0,,1,0,,1,0,,1,0,
21994___212ced4b366e4d78a70b183d4f3cb2a2.mp4,longjump,480,270,401,30,13.37,,0,0,,1,0,,1,0,,1,0,
22244___07d47a12e37645b59aca4c138fdd2fd9.mp4,longjump,480,270,171,30,5.70,,1,0,,1,0,,1,0,,0,1,
22896___651ac3198b9a4a4fbbe4e0d8946d7857.mp4,longjump,480,270,239,30,7.97,,1,0,,1,0,,0,1,,1,0,
23052___6a0141128ae64fc4a5aee13e57073ca9.mp4,longjump,480,270,149,30,4.97,,1,0,,0,1,,1,0,,1,0,
23219___c7ea3805e4624a679191961833611b20.mp4,longjump,480,270,149,30,4.97,,1,0,,1,0,,1,0,,1,0,
23488___21f251a7ca804e5683657d2b54917bdf.mp4,longjump,480,270,212,30,7.07,,1,0,,1,0,,0,1,,1,0,
23545___5492179f9cbc4c1d8e347fe548c766d3.mp4,longjump,270,480,241,30,8.03,,1,1,,1,0,,1,0,,0,1,
24112___bf90f9367a894b34a2e3d16a00e65717.mp4,longjump,480,270,465,30,15.50,,0,0,,0,1,,1,0,,0,1,
24408___db841a981e0a4977844c4b48ac512a46.mp4,longjump,480,270,175,30,5.83,,0,0,,1,0,,1,0,,1,0,
24414___c89332f607564bd0ba4b6c54351d33fe.mp4,longjump,480,270,242,30,8.07,,1,0,,1,0,,1,0,,1,0,
24535___99a222f7b8ac46b9a3d7a6e930e425fd.mp4,longjump,360,480,310,30,10.33,,1,1,,1,0,,1,0,,0,1,
24625___0339f8122b5a47e58d7db807dd2eae57.mp4,longjump,480,270,201,30,6.70,,1,0,,1,0,,0,1,,1,0,
25108___93be1650d1124a35b929c1c2e6bd9eb2.mp4,longjump,270,480,200,30,6.67,,1,1,,0,1,,1,0,,1,0,
2515___cb069cb38d324db18a20c3f6ea12c268.mp4,longjump,270,480,136,30,4.53,,0,1,,1,0,,1,0,,0,1,
25320___003a9f138ae2453f8629356569ff02c2.mp4,longjump,480,270,150,30,5.00,,1,0,,0,1,,1,0,,0,1,
2548___9c4fd02d4df546e08be728ba150f5872.mp4,longjump,480,270,347,30,11.57,,0,0,,1,0,,1,0,,0,1,
25575___a8b193b961e942639cefbc374ba16fe6.mp4,longjump,480,360,124,30,4.13,,1,0,,1,0,,1,0,,0,1,
25622___98c5696cd4734842b13c1e5fbbd64eeb.mp4,longjump,360,480,229,30,7.63,,1,1,,0,1,,1,0,,1,0,
25641___2823b8578f774ea6b8bacf50f6b9ecfd.mp4,longjump,480,270,101,30,3.37,,1,0,,1,0,,1,0,,1,0,
2605___f566b860d69442d1b621ad3397107e78.mp4,longjump,270,480,203,30,6.77,,1,1,,0,1,,1,0,,1,0,
26080___d16ba550cefa4b65a0d9aeed11bcf9c8.mp4,longjump,270,480,219,30,7.30,,1,1,,1,0,,1,0,,1,0,
26141___2f005f587386436d832b95bd57433b96.mp4,longjump,480,360,388,30,12.93,,0,0,,1,0,,1,0,,1,0,
26354___09ed3a6fa112437cad5dbbea176801fc.mp4,longjump,480,270,57,30,1.90,,1,0,,1,0,,1,0,,1,0,
26449___51dfa91e3157449e8053cd09e89f309a.mp4,longjump,480,270,162,30,5.40,,1,0,,1,0,,1,0,,1,0,
2786___e697cfa54f9f483ab3269919df559d22.mp4,longjump,480,270,303,30,10.10,,0,0,,0,1,,0,1,,0,1,
3095___6d26efb6a1f448b0ba191fea259a26bb.mp4,longjump,480,360,170,30,5.67,,1,0,,1,0,,1,0,,1,0,
3115___bacaa2a1bb01457a92016a841b92dd95.mp4,longjump,270,480,585,30,19.50,,0,1,,0,1,,1,0,,0,1,
3185___39e30e660b524aba8c147f1c8880f87d.mp4,longjump,270,480,358,30,11.93,,0,1,,1,0,,1,0,,0,1,
319___151c24c24b134c53a8f14c1fac67829e.mp4,longjump,480,270,950,30,31.67,,0,0,,1,0,,1,0,,0,1,
32___1bede331140c42c8b0b46a2cfb9ffbe1.mp4,longjump,480,270,216,30,7.20,,1,0,,1,0,,1,0,,1,0,
358___81be1585003e4c76b1c1c4ce32c5de80.mp4,longjump,480,360,291,30,9.70,,0,0,,1,0,,0,1,,1,0,
3671___f4ccaedd983e4aa1a8a94f956f95bbc8.mp4,longjump,480,270,220,30,7.33,,1,0,,0,1,,0,1,,1,0,
385___a5a883096f054c8f8c3547f154ab90f8.mp4,longjump,480,270,118,30,3.93,,1,0,,1,0,,1,0,,1,0,
3900___1dddc637bd82493bb7970783776c9f9a.mp4,longjump,480,270,235,30,7.83,,0,0,,1,0,,0,1,,1,0,
3901___2320ebf6f11a44d892f0a568066a0cde.mp4,longjump,480,270,891,30,29.70,,0,0,,0,1,,1,0,,0,1,
4058___4fb45d8902764c94a6e874978759fa47.mp4,longjump,480,360,214,30,7.13,,1,0,,1,0,,0,1,,1,0,
4222___6a466fb576aa4377b420940668bcb667.mp4,longjump,480,270,531,30,17.70,,0,0,,1,0,,0,1,,1,0,
4345___7c3994ad2c2c4d26b2fe288fd571443b.mp4,longjump,480,270,226,30,7.53,,1,0,,1,0,,1,0,,1,0,
4353___23c52b2b495f4a04b4c2e1ffd8b659a4.mp4,longjump,480,270,161,30,5.37,,1,0,,0,1,,1,0,,0,1,
4720___35aa4df0acc74958a6e0de24bc81d4ac.mp4,longjump,480,270,227,30,7.57,,0,0,,0,1,,1,0,,1,0,
4756___67dc4d494c82463e9ba2d6e5cd0c5310.mp4,longjump,480,360,270,30,9.00,,0,0,,0,1,,1,0,,0,1,
4826___08ae1c8c129d46a19ad35bd8200cde52.mp4,longjump,480,270,407,30,13.57,,0,0,,1,0,,0,1,,1,0,
4885___a89816509ae748439d6edacf3576327e.mp4,longjump,480,270,124,30,4.13,,1,0,,0,1,,0,1,,1,0,
5043___86ec7279712d41b9932d45f74caf8da6.mp4,longjump,270,480,200,30,6.67,,1,1,,1,0,,0,1,,1,0,
5069___c443ed8f1f144b8fadba7fa6595b3f20.mp4,longjump,480,270,196,30,6.53,,1,0,,1,0,,1,0,,0,1,
5085___90bf6160246142688eac1843ac430f07.mp4,longjump,480,270,373,30,12.43,,0,0,,1,0,,0,1,,1,0,
5181___2b86ed49ba0a4ca8ab98adb8485afa66.mp4,longjump,480,270,260,30,8.67,,0,0,,1,0,,0,1,,1,0,
5182___2346b040445e40debf4dcbf277441b85.mp4,longjump,480,270,132,30,4.40,,1,0,,0,1,,1,0,,0,1,
5242___444d8a219ef44a9194182713ae482fab.mp4,longjump,480,270,196,30,6.53,,1,0,,1,0,,1,0,,1,0,
5339___b7e0c77f57ad4f8ebf48ba0844cd46c1.mp4,longjump,480,360,182,30,6.07,,1,0,,1,0,,1,0,,1,0,
5371___963558a574544e3a8139980d91628ad3.mp4,longjump,480,270,221,30,7.37,,1,0,,0,1,,1,0,,1,0,
5512___e95bf568188d4e628a629d259966db2f.mp4,longjump,480,270,416,30,13.87,,0,0,,1,0,,1,0,,1,0,
6015___bbca7bddbe74414ca6b8c377314e6b00.mp4,longjump,270,480,177,30,5.90,,1,1,,1,0,,1,0,,0,1,
604___fd925bf66a4d4d3ab1b8c0e4586e6aa1.mp4,longjump,480,270,788,30,26.27,,0,0,,1,0,,1,0,,0,1,
6233___bb1b9060dd094ae6863d69448f8ee156.mp4,longjump,480,270,215,30,7.17,,1,0,,0,1,,0,1,,1,0,
6276___5cfc088d6ddd4e6db0fb48890a2f9875.mp4,longjump,480,270,161,30,5.37,,1,0,,1,0,,1,0,,0,1,
6282___2a148c99df034068b9e9596f75e23905.mp4,longjump,480,360,86,30,2.87,,1,0,,1,0,,1,0,,1,0,
652___b2138174ae3545de9875bd58c560e544.mp4,longjump,270,480,133,30,4.43,,0,1,,1,0,,1,0,,0,1,
7106___8e8eadbc07884a85b7f88270b67a5155.mp4,longjump,480,270,82,30,2.73,,1,0,,1,0,,1,0,,1,0,
7212___daec6269931e48b3bc76f248ad8111c1.mp4,longjump,480,270,70,30,2.33,,1,0,,1,0,,1,0,,0,1,
7247___0c929917126b436885b11ff7741328a7.mp4,longjump,270,480,214,30,7.13,,0,1,,0,1,,0,1,,1,0,
7352___e557248f05d44ce580c56d9283487aee.mp4,longjump,480,270,373,30,12.43,,0,0,,0,1,,1,0,,0,1,
7374___b4ecd491aeb84d79acd627819c566aff.mp4,longjump,480,270,387,30,12.90,,0,0,,1,0,,1,0,,1,0,
7466___5db7c234cc8f4d7fa438788ad1b04ae2.mp4,longjump,480,270,161,30,5.37,,1,0,,0,1,,1,0,,1,0,
7544___7fa20948fd1e49d0a59aac460a53da7f.mp4,longjump,480,270,205,30,6.83,,1,0,,1,0,,0,1,,1,0,
777___036cbcada05e4f8fbaa00029d26d8b9b.mp4,longjump,480,270,603,30,20.10,,0,0,,0,1,,1,0,,1,0,
7817___2bd48e21d2794b47bc2354f63a153160.mp4,longjump,480,270,356,30,11.87,,0,0,,1,0,,1,0,,1,0,
784___d2792859eb5b4bf9a2a7cdb23798879a.mp4,longjump,480,270,758,30,25.27,,0,0,,1,0,,1,0,,1,0,
7851___02b1d1fb54a74e098e44a4bcf8605791.mp4,longjump,480,270,428,30,14.27,,0,0,,0,1,,0,1,,1,0,
7927___f7efdc79defd43969f4cf4529af83cfd.mp4,longjump,270,480,893,30,29.77,,0,1,,0,1,,1,0,,0,1,
8090___935a4134aacd4b9e98150221bee31730.mp4,longjump,270,480,576,30,19.20,,0,1,,1,0,,1,0,,0,1,
8101___32e6aee523ab4fcfb08f98f0f1bfee6d.mp4,longjump,480,270,355,30,11.83,,0,0,,0,1,,1,0,,1,0,
8124___3d5872681e274a5bbeb2cb4b46357911.mp4,longjump,480,270,294,30,9.80,,0,0,,1,0,,0,1,,1,0,
8263___d0f35a1ec2b5405b8a96fa577a87b872.mp4,longjump,480,270,331,30,11.03,,0,0,,0,1,,1,0,,0,1,
830___7ad899a54e9b4dbcbebcaf214b369fd6.mp4,longjump,360,480,158,30,5.27,,0,1,,1,0,,0,1,,0,1,
8427___b76a6e1105b84d3eadb2f45f07e7ed18.mp4,longjump,480,270,106,30,3.53,,1,0,,1,0,,0,1,,1,0,
8451___308066ba5ad945f789c1b07470c55089.mp4,longjump,480,270,208,30,6.93,,1,0,,1,0,,1,0,,1,0,
8772___4290f0ed55834784a145048cb48f6bf9.mp4,longjump,480,270,159,30,5.30,,1,0,,0,1,,1,0,,1,0,
8856___5a7227e7250147988c9ef0fe0412dcc1.mp4,longjump,270,480,575,30,19.17,,0,1,,1,0,,1,0,,1,0,
8932___90d177b2a4214e14be21578fea0baf36.mp4,longjump,480,270,153,30,5.10,,1,0,,1,0,,0,1,,1,0,
8937___4cbe91dcd3aa4489ba624d193636a68b.mp4,longjump,480,270,318,30,10.60,,0,0,,1,0,,1,0,,1,0,
9919___41f11f44d47d439494709783a47a0819.mp4,longjump,480,270,306,30,10.20,,1,0,,1,0,,1,0,,1,0,
1112___5ffb2d2fc6874d8d94d1355565b133e4.mp4,polevault,480,270,341,30,11.37,,0,0,,1,0,,0,1,,1,0,
112___aa06f00262dd42b88e4b3d819f57e54f.mp4,polevault,480,270,228,30,7.60,,1,0,,1,0,,1,0,,1,0,
1226___e9b534143d9b4bad83427cbc911b1dbc.mp4,polevault,270,480,321,30,10.70,,0,1,,0,1,,1,0,,0,1,
1273___d5829157903f469b80a65ebd4b4e8a9d.mp4,polevault,480,360,986,30,32.87,,0,0,,1,0,,1,0,,0,1,
1278___bcaf0b3829e842fe81611a53894f0b26.mp4,polevault,480,270,175,30,5.83,,1,0,,0,1,,1,0,,1,0,
128___bd20e03121604cea9bad7fc499aa26d7.mp4,polevault,480,270,252,30,8.40,,1,0,,1,0,,1,0,,1,0,
1315___544c4e2d78d2490887e7ea4fc465cd7d.mp4,polevault,480,360,238,30,7.93,,1,0,,1,0,,0,1,,0,1,
1329___b6867e07600e4b29b7de32af0d85cfd3.mp4,polevault,480,270,118,30,3.93,,1,0,,1,0,,0,1,,1,0,
1330___8720c9142d514b0f9162e06d4047076d.mp4,polevault,480,270,553,30,18.43,,0,0,,0,1,,1,0,,1,0,
1353___120b124a91294e879c5055e4d56b5720.mp4,polevault,480,270,226,30,7.53,,1,0,,1,0,,1,0,,1,0,
1471___06b4c4efcbfa418a9e790a6cb05538a4.mp4,polevault,480,270,1798,30,59.93,,0,0,,1,0,,1,0,,1,0,
1482___53a81d67afb1460c8db7e30a8e140f7d.mp4,polevault,480,270,279,30,9.30,,0,0,,1,0,,1,0,,0,1,
1525___770c175999984348a08fd1cc184d67ef.mp4,polevault,270,480,77,30,2.57,,0,1,,1,0,,1,0,,1,0,
1528___ea4542b2d54e46a3a435888a47c173b4.mp4,polevault,480,270,359,30,11.97,,0,0,,0,1,,0,1,,0,1,
1539___e5943807531d49df82a238dd830d6e84.mp4,polevault,480,270,242,30,8.07,,1,0,,1,0,,1,0,,1,0,
1582___8ebb111adbb64b8780e83f90bd93ae57.mp4,polevault,270,480,160,30,5.33,,0,1,,0,1,,1,0,,1,0,
1584___ebcd98429ae845a0a91669ecacfa46f0.mp4,polevault,270,480,280,30,9.33,,0,1,,0,1,,0,1,,1,0,
1589___4f7c2b4282bd4f69a26aa89cc57f7fd5.mp4,polevault,480,270,131,30,4.37,,1,0,,1,0,,1,0,,1,0,
1612___dcdc3896313d44fe88bfe96dd65179d6.mp4,polevault,480,270,316,30,10.53,,0,0,,1,0,,1,0,,1,0,
1645___b98911b77cf54f968c7e7f6b14d15fcc.mp4,polevault,480,360,165,30,5.50,,1,0,,1,0,,1,0,,1,0,
1651___f2d5deec7cc2472abd42349bf9f071d8.mp4,polevault,480,360,223,30,7.43,,1,0,,1,0,,0,1,,1,0,
1655___2a3962cc88484b46834734fa079dd043.mp4,polevault,480,360,244,30,8.13,,1,0,,1,0,,0,1,,1,0,
1722___6407a14aed974fd3bc5c6e3fa9243f38.mp4,polevault,480,270,264,30,8.80,,1,0,,0,1,,1,0,,0,1,
1743___f48d10b4734b48eb90a1f8af11f23e1e.mp4,polevault,270,480,359,30,11.97,,0,1,,1,0,,1,0,,1,0,
1753___726e0a98f3484f41a9db6fdf4117bf0d.mp4,polevault,480,270,92,30,3.07,,1,0,,1,0,,1,0,,0,1,
1771___2010d00fe1c54a2db166fb1207b71d14.mp4,polevault,480,270,268,30,8.93,,1,0,,1,0,,0,1,,0,1,
1795___ea2485237844472fb5b173e4aed53a48.mp4,polevault,480,270,183,30,6.10,,1,0,,1,0,,1,0,,1,0,
17___bbd9593cb458417ab308ad1d8bb04ecb.mp4,polevault,270,480,228,30,7.60,,1,1,,1,0,,1,0,,1,0,
1801___aed0d222f9204a7797bfbd4781cf5c28.mp4,polevault,480,270,174,30,5.80,,0,0,,0,1,,1,0,,1,0,
1817___2a54e60d23044cdbbb072cd4cc260ebd.mp4,polevault,480,270,261,30,8.70,,1,0,,1,0,,1,0,,0,1,
1895___60cb0e8539794536a355411173b42737.mp4,polevault,480,270,189,30,6.30,,0,0,,1,0,,1,0,,1,0,
1903___d23504e8646a407ba7b12e06a9f7c37c.mp4,polevault,480,270,153,30,5.10,,1,0,,0,1,,1,0,,1,0,
1950___0300755045684fdf8acd561a505576b8.mp4,polevault,480,360,309,30,10.30,,0,0,,1,0,,1,0,,1,0,
1961___ee9b1c6852ce42a9b5c8f72ad3f17ac8.mp4,polevault,480,270,176,30,5.87,,1,0,,1,0,,0,1,,1,0,
1988___5d8a1cb35b7c42fb9eb7ad21be02340c.mp4,polevault,270,480,123,30,4.10,,0,1,,1,0,,1,0,,0,1,
1990___59fced85b9d6420994006e9e36d9f203.mp4,polevault,480,360,288,30,9.60,,0,0,,1,0,,1,0,,1,0,
1992___280a797e410b423ea26c768339650a3b.mp4,polevault,480,270,134,30,4.47,,1,0,,0,1,,0,1,,1,0,
2061___1eb061d357be4682819f096be5992bf3.mp4,polevault,270,480,281,30,9.37,,0,1,,0,1,,1,0,,1,0,
2083___3000271398b241fc96ddcb4b91682cbd.mp4,polevault,480,360,482,30,16.07,,0,0,,0,1,,1,0,,1,0,
208___ace2e0f5dbc246199ecc2de6ed8714b2.mp4,polevault,480,270,193,30,6.43,,1,0,,0,1,,1,0,,1,0,
2122___98ba37403430416e96fe6771bfe16866.mp4,polevault,270,480,882,30,29.40,,0,1,,1,0,,1,0,,1,0,
2128___b0a8d3d43633422081a350f784881f53.mp4,polevault,480,360,349,30,11.63,,0,0,,0,1,,1,0,,1,0,
2181___3b89757ab1bb45e98999f869f1c63869.mp4,polevault,480,270,120,30,4.00,,1,0,,1,0,,0,1,,1,0,
2262___b4aca00c533d40c2adecae944b598986.mp4,polevault,480,270,130,30,4.33,,1,0,,1,0,,1,0,,1,0,
2277___2c51e4c0fe07400e8e0d9956cffee023.mp4,polevault,480,270,168,30,5.60,,1,0,,1,0,,1,0,,1,0,
2294___5fff9baa3b514c3aa85894116e78ba47.mp4,polevault,270,480,101,30,3.37,,0,1,,0,1,,1,0,,1,0,
2306___d27c68b13123421fa2cc9eecf2baeebc.mp4,polevault,480,270,260,30,8.67,,1,0,,1,0,,1,0,,1,0,
2349___2caff621cb08464fa6c7861ad4b83c92.mp4,polevault,480,270,344,30,11.47,,0,0,,1,0,,0,1,,0,1,
2369___93b13895fe3f49e3ae0ea0c1bc488b27.mp4,polevault,480,270,420,30,14.00,,0,0,,1,0,,0,1,,1,0,
2413___77020a5ae25945dd82eafcebad1d8291.mp4,polevault,480,270,138,30,4.60,,1,0,,0,1,,1,0,,1,0,
2449___e4214e64067b47e8b718611b3fc204ad.mp4,polevault,480,270,183,30,6.10,,1,0,,1,0,,0,1,,1,0,
2487___59b00fdcd28348c1b6989f6c085275d1.mp4,polevault,480,270,130,30,4.33,,1,0,,1,0,,1,0,,1,0,
2499___26168453775746ac844972204e5d9d31.mp4,polevault,360,480,511,30,17.03,,0,1,,1,0,,1,0,,1,0,
2509___2d8be1f3d44c4b0e8d04c4ece26af056.mp4,polevault,480,270,286,30,9.53,,0,0,,1,0,,1,0,,1,0,
2512___70d514c1c1b74d1ea3745734d76f0b74.mp4,polevault,480,360,269,30,8.97,,1,0,,0,1,,1,0,,1,0,
2583___af59c6e2377d49a7ba4a1961d8ca4d3b.mp4,polevault,270,480,157,30,5.23,,0,1,,1,0,,1,0,,1,0,
2599___7ca730f01de049cbab46a7386bf36156.mp4,polevault,480,360,132,30,4.40,,1,0,,1,0,,0,1,,0,1,
2628___939f89741b3043df845cdf75a7dd7cc6.mp4,polevault,270,480,359,30,11.97,,0,1,,0,1,,1,0,,1,0,
2688___9ea501fdd50e4f9a8ad0ce9ecdb591c1.mp4,polevault,480,272,231,30,7.70,,1,0,,1,0,,1,0,,0,1,
2713___2f86a84ee66b43789c8349d5480016f2.mp4,polevault,480,270,293,30,9.77,,0,0,,1,0,,1,0,,1,0,
2739___b397296e50494f4c8363f8881b2f0438.mp4,polevault,270,480,410,30,13.67,,0,1,,1,0,,1,0,,1,0,
2753___54979d9b186a4d80ad5b894aafc3347a.mp4,polevault,480,360,641,30,21.37,,0,0,,1,0,,1,0,,1,0,
2799___80432d5cb44742c39e56df6b29883259.mp4,polevault,480,270,599,30,19.97,,0,0,,1,0,,1,0,,1,0,
2808___51d44af885ac47adbaa6a703086240fb.mp4,polevault,480,270,178,30,5.93,,1,0,,1,0,,0,1,,1,0,
283___2b9214610b9646b3b72f153d97aff98c.mp4,polevault,480,270,191,30,6.37,,1,0,,1,0,,1,0,,1,0,
2862___0ef3354e6143412e889be8a14986074b.mp4,polevault,270,480,143,30,4.77,,0,1,,1,0,,1,0,,1,0,
2869___fd985f8c431b4f70891e0631772854f9.mp4,polevault,480,270,147,30,4.90,,1,0,,1,0,,0,1,,0,1,
2882___42d0786eb18a40f8bf5373f69eaf0862.mp4,polevault,270,480,468,30,15.60,,0,1,,1,0,,1,0,,0,1,
2909___f39c5788da4d4f9cb96f0383b8f27d86.mp4,polevault,480,270,287,30,9.57,,0,0,,1,0,,0,1,,0,1,
2961___559562180f4141579e83d5c05898b9d2.mp4,polevault,480,270,252,30,8.40,,1,0,,1,0,,1,0,,1,0,
2963___2391bd005c7e4f97829ecb42bf01579f.mp4,polevault,480,270,225,30,7.50,,1,0,,1,0,,0,1,,0,1,
3034___01e6579b945e4d0b835934b2a51d8662.mp4,polevault,480,360,360,30,12.00,,0,0,,0,1,,1,0,,1,0,
3065___0bcdf4ae4c4b4d97acaf77f619488b20.mp4,polevault,270,480,1060,30,35.33,,0,1,,1,0,,1,0,,0,1,
3081___53d56ee3232f4e2a931e8e8e396c92ab.mp4,polevault,480,270,119,30,3.97,,1,0,,0,1,,1,0,,1,0,
3098___7f7ca5f349984fab9c96197ddd3a2d44.mp4,polevault,270,480,210,30,7.00,,1,1,,1,0,,1,0,,0,1,
3142___68dc0404a55a4144835d803181fabaa9.mp4,polevault,480,360,296,30,9.87,,0,0,,1,0,,0,1,,0,1,
3174___9aa598fec1f744608b4de654473258c0.mp4,polevault,480,270,188,30,6.27,,1,0,,1,0,,1,0,,0,1,
3207___5416439894df48699fce4502e5103e79.mp4,polevault,270,480,223,30,7.43,,1,1,,1,0,,1,0,,1,0,
3218___aa6c14d9d0384bee98421bdcc080602a.mp4,polevault,480,270,225,30,7.50,,1,0,,1,0,,1,0,,1,0,
3220___1941d4e4b0e84047a2b86ce499191c5d.mp4,polevault,480,360,345,30,11.50,,0,0,,1,0,,1,0,,1,0,
3233___3170bba313754cb096891f30ef2386a5.mp4,polevault,480,360,133,30,4.43,,1,0,,1,0,,0,1,,0,1,
3298___bd156ef09b5245f1a03637b56dc1c04c.mp4,polevault,480,270,191,30,6.37,,1,0,,1,0,,0,1,,1,0,
3319___f854b7e4f0124fe8b72e0f94d4513773.mp4,polevault,270,480,218,30,7.27,,1,1,,1,0,,1,0,,0,1,
333___4fc06fd8c4224a7dba23a7e0e2457b83.mp4,polevault,480,270,289,30,9.63,,0,0,,0,1,,1,0,,1,0,
3358___092aa98d6ed94b08a45050eb300de780.mp4,polevault,480,270,174,30,5.80,,1,0,,0,1,,0,1,,0,1,
3383___add0435c45194747826dfc9c7569b320.mp4,polevault,480,270,170,30,5.67,,1,0,,0,1,,1,0,,0,1,
3386___a43726d54f0a4e05bc76df2ac7abf2d8.mp4,polevault,270,480,200,30,6.67,,1,1,,1,0,,0,1,,1,0,
3441___9d776d736dc0402a8815b2c5c73d337b.mp4,polevault,270,480,405,30,13.50,,0,1,,0,1,,1,0,,1,0,
3447___5d43914e77dd4474a1e9c90a21f000ce.mp4,polevault,480,270,164,30,5.47,,1,0,,1,0,,0,1,,1,0,
3462___15aa0360122d426a9c0652433cebed14.mp4,polevault,270,480,179,30,5.97,,1,1,,1,0,,1,0,,1,0,
3488___68756842e62f421fb46202cb16e151d8.mp4,polevault,270,480,140,30,4.67,,0,1,,0,1,,1,0,,0,1,
